verb_form: original add_method: frequency_100 add_key: verb clustering_dataset: c4first c4_rate: 1 settings: ['all_3_0', 'all_3_1', 'all_3_2'] model_name: arcface_classification clustering_method: onestep-average vec_type: wm
|   frame_cluster | setting   |   c4_ratio |   size |   framenet_size |   c4_size | lu_counts                                                                                                                                                                                                                                                                     |
14645         moo   moo.v  standard business card sizes dimensions in australia dp . how to design business cards business card design tips for . what is a standard business card size creeds design print . original business cards unique creative designs ** moo ** us . standard business card sizes around the world printplace com . business card standard sizes . custom business card printing personalized business cards . standards of name card printing malaysia to get best business cards . a guide to business card sizes around the world digital printing . business card templates envato author help center . size business cards zlatan fontanacountryinn com . business card sizes shapes elegante press . business card artwork measurements . business card sizes and stocks a guide . design your own business cards with ms publisher onsite software . size of business card under fontanacountryinn com . business cards name cards online in bangkok tanabutr . business card dimension lcshungkuen . 10 business card design and printing tips . amazon com appointment reminder cards business card size 3 5 x 2 . prepare artwork for full bleed business cards . standard business cards dimensions vistalist card awesome motif . dimensions of a business card tigresspr com . how to create a custom business card using photoshop 12 steps . how to make professional business cards picmonkey . business card size dafafad .

241 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 241 cluster_id: 213
[{'say.v': 3}]
      frame verb lu_name                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              text_widx
19899        say   say.v                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Additional benefits reported in the survey were as follows : 71.9 % of employers were reported to offer continuing education reimbursement while others offered 66.7 % professional leave to attend conferences or meetings , and 54 % of employers covered costs for registration for ** said ** conferences and meetings .
20030        say   say.v                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              You do n’t need to resort to something like that to generate interest – if ** said ** twist is that good then word of mouth will spread .
20077        say   say.v  AN ACT TO AMEND SECTION 99-35-115 , MISSISSIPPI CODE OF 1972 , TO REVISE THE PRESUMPTION AGAINST RELEASE ON BAIL AFTER CONVICTION OF A FELONY ; AND FOR RELATED PURPOSES . 99-35-115 . * * * A person convicted of a felony shall not be entitled to be released from imprisonment pending an appeal to the Supreme Court , unless it be so ordered by the court in which conviction is had , or by the Supreme Court , or by the judge who presided at the conviction , or the judge of the district in which conviction was had , or a judge of the Supreme Court in vacation of ** said ** court ; and the making of such order shall be a matter of discretion with either the court or judge to be exercised with the greatest caution , and only when the peculiar circumstances of the case render it proper .

242 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 242 cluster_id: 537
[{'move.v': 3}]
      frame  verb lu_name                                                                                                                                                                                                                                                                                    text_widx
14669        move  move.v  The complexities of healthcare access and financing were clearly shown in a ** moving ** life experience of a 13 - year old Nigerian orphan named Praise Sunday during a church service on Sunday 12th February 2017 at The Synagogue , Church Of All Nations ( SCOAN ) , Lagos , Nigeria .
14671        move  move.v                                                                                                                                                                               Well BK , I must say that you must be really inspired these days to come up with such a ** moving ** journal .
14689        move  move.v                                                                                                                                                                                        His outstanding show entertained all , concluding with a ** moving ** performance of “ Hallelujah ” .

243 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 243 cluster_id: 546
[{'scintillate.v': 2}, {'lope.v': 1}]
      frame         verb        lu_name                                                                                                                                                                                                                                                      text_widx
20208        scintillate  scintillate.v                                                                                                            This family - friendly show brings you dramatic performances , Big Band Swing , 50s and 60s Rock ‘n Roll , and ** scintillating ** country vocals .
20210        scintillate  scintillate.v                                        Getting straight to work in FP1 he showed ** scintillating ** pace , ending the session in the hot and humid conditions in second place after setting a 1:51.442 to finish just 0.201s behind his teammate at the top .
13888               lope         lope.v  Planes , satellites , telecommunications , computers – all the most sophisticated machinery in human history , fueled by oil , coal , and gas , are put in service of an ecstatic audience watching a handful of purebred mesomorphs ** lope ** and collide .

244 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 244 cluster_id: 552
[{'stride.v': 3}]
      frame    verb   lu_name                                                                                                                            text_widx
22981        stride  stride.v                                                                                                       PERSASSY ** STRIKES ** AGAIN !
23072        stride  stride.v  Only Chuck Miller knows , but every reader will learn the truth if the Fabulous World of Zenith when THE RED DAGGER ** STRIKES ** !
23073        stride  stride.v                            PSYCHEDELIC PULP RETURNS IN THE FABULOUS WORLD OF ZENITH - THE RED DAGGER ** STRIKES ** II for 99 CENTS !

245 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 245 cluster_id: 611
[{'wash.v': 3}]
      frame  verb lu_name                                                                                                                                                                                                                                                                   text_widx
26616        wash  wash.v  Fortunately , I had my trusty 4 Runner so we followed the road across the dry creek bed and proceeded another 6.9 km down what at times , was a rough road , until we came to a ** washed ** out section just beyond a well marked camping site next to the Castle River .
26631        wash  wash.v                                                                                                       In May 1885 a devastating flood swept across the Swartberg Mountains , ** washing ** away most of the road in the adjacent Meiringspoort and causing a long closure .
26637        wash  wash.v                                                                                                                                                                Approximately ~ 100 m south of my vehicle , we came to a ** washed ** out section of the South Castle Road .

246 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_1 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 246 cluster_id: 658
[{'toll.v': 3}]
      frame  verb lu_name                                                                                                                text_widx
24542        toll  toll.v  The bell : the bell which was to chime the praise of Christ here appears to be ** toll ** the death knell of the poet .
24548        toll  toll.v                                        This season , players were ** tolled ** 15.5 percent of their salary for escrow .
24551        toll  toll.v                   Most courts have , however , rejected arguments for ** tolling ** the FTCA ’s statute of limitations .

247 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 247 cluster_id: 2
[{'consume.v': 3}]
     frame     verb    lu_name                                                                          text_widx
5465        consume  consume.v                      SRID is a tedious and time ** consuming ** assay to perform .
5466        consume  consume.v  Using traditional logbooks is time - ** consuming ** and subject to human error .
5467        consume  consume.v                          It was great , but definitely very time ** consuming ** .

248 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 248 cluster_id: 8
[{'man up.v': 3}]
      frame verb   lu_name                                                                                                                                                              text_widx
14165        man  man up.v                                                                                                                                 I need to ** man ** up on my protein !
14170        man  man up.v                                                                                                                            But I got to ** man ** up to what I did . "
14171        man  man up.v  Wade Barrett wants to know if Kofi Kingston is going to ** man ** up and pick him as his challanger or if he 's stuck deciding between Hornswoggle and Little Jimmy .

249 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 249 cluster_id: 9
[{'board.v': 3}]
     frame   verb  lu_name                                                                                                                                                                                                                                                           text_widx
2956        board  board.v                                                                         In 2000 , when Peter Colasante decided to move in , the once - elegant storefront on the corner of Wisconsin Avenue and P Street , formerly an Italian men ’s shop , was ** boarded ** up .
2957        board  board.v                                                                                                                                        As Grammy came to the ** boarded ** - up mine entrance she took a turn away from their normally agreed upon stopping place .
2968        board  board.v  Baltimore Sun : " As the camera pulled up and back for its final overhead shot of the funeral procession passing ** boarded ** - up homes alongside a cemetery in deep decay , I just sat there in front of the screen enthralled - oblivious to everything else .

250 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 250 cluster_id: 40
[{'cut.v': 3}]
     frame verb lu_name                                                                                                                                                                                                                                                                       text_widx
6497        cut   cut.v                                                                                                                                                                                                               I did n't buy anything in the sales - trying to ** cut ** back !!
6504        cut   cut.v  To ** cut ** through the numbers and make life a little simpler for us all , we have put together a list of air purifiers which we know will provide up to 5 air changes per hour in their recommended room size , and all of which have genuine AHAM certified CADR ratings .
6562        cut   cut.v       This workshop series , designed specifically to meet the need of busy parents and caregivers , ** cuts ** quickly to the core areas of need for children with Autism , ADHD , Dyslexia , Auditory and Sensory Processing Disorders , and many other areas of extra need .

251 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 251 cluster_id: 122
[{'press.v': 3}]
      frame   verb  lu_name                                                                                                                                                                                                                                                                                                                                                                             text_widx
15762        press  press.v                                                                                                                                                                Colorado ’s struggles are not singular in nature – a lack of secondary scoring and a struggling penalty kill have played a part – but poor performance in net has been the most ** pressing ** issue facing the team .
15771        press  press.v  They were looking for the words or phrases that could best predict , for example , whether someone was male or female , which explains why many of the results are pretty stereotypical ( i.e. Health and ageing wo n’t be a ** pressing ** concern for many younger men dating older women but , if you ’re looking for a long - term relationship , they ’re good to be aware of .
15782        press  press.v                                                                                                                                                                                                 3 SDGs represent the global sustainability agenda for 2030 and provide a systematic framework for dealing with the most ** pressing ** social and environmental challenges globally .

252 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 252 cluster_id: 158
[{'mutiny.v': 3}]
      frame    verb   lu_name                                                                                                                                                       text_widx
14550        mutiny  mutiny.v  Instead , he spent the next twenty - odd years as a pirate , picking up crew as he could to replace the Germans who died , tried to escape , or ** mutiny ** .
14551        mutiny  mutiny.v                                                               And once your characters have a life of their own , they can and will ** mutiny ** their writer .
14556        mutiny  mutiny.v                                       Her crew is skeptical of her leadership abilities , so she must complete her quest before they ** mutiny ** against her .

253 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 253 cluster_id: 192
[{'determine.v': 3}]
     frame       verb      lu_name                                                                                                                                                                                                                                                                      text_widx
7393        determine  determine.v                                 2 . Strongly inclined toward something , so as to be resolved , ** determined ** , set , etc. ; said of the mind , character , disposition , desires , etc , and used with on ; as , to be bent on going to college ; he is bent on mischief .
7407        determine  determine.v  This ** determines ** intensive research regarding ethiology , pathogenesis , immune reactivity , epidemiological characteristics , laboratory diagnostics , treatment and prophylactics of bacterial and viral infections ( including nosocomial ) and parasitic invasions .
7414        determine  determine.v                                                                                                                                That fit will have to be ** determined ** through his play in the minor leagues , as the young forward was clearly not progressing in the NHL .

254 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 254 cluster_id: 288
[{'sit out.v': 3}]
      frame verb    lu_name                                                                                                                                                                        text_widx
20404        sit  sit out.v                           The injured forward , who has n’t seen action since March 21st with an undisclosed injury , traveled with the team but will ** sit ** out once again .
20405        sit  sit out.v                                         The St. Louis Blues expect to get back defenseman Colton Parayko , who has ** sat ** out the past two games with an undisclosed injury .
20467        sit  sit out.v  But for a team that ** sat ** out last season due to a hazing suspension and had to rebuild from scratch , an ACAA championship was more than what anyone could have expected .

255 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 255 cluster_id: 301
[{'come true.v': 2}, {'come off.v': 1}]
     frame  verb      lu_name                                                                                                                                                                 text_widx
4792        come  come true.v  After my own near - death experience ( aka wakeup call ) during our daughter 's birth , I knew that it was time to get serious about making this dream ** come ** true .
4793        come  come true.v                                                                                                                  Sarno added : “ This is a dream ** come ** true for us .
4768        come   come off.v                                                                                                                                         Did I ** come ** off as a creep ?

256 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 256 cluster_id: 332
[{'pop.v': 2}, {'mushroom.v': 1}]
      frame      verb     lu_name                                                                                                                                                                                                                                                          text_widx
15500             pop       pop.v  It ’s a temporary loss , of course , but what I always find amazing is that the extra flesh does n’t ** pop ** out anywhere else – it seems to be compressed by the garment , rather than just squeezed elsewhere , which gives the bonus of feeling firmer too .
15501             pop       pop.v                                                                                                                             Some bluegum trees appear on the left and a clearing ** pops ** up on the right - a large flat clearing where some ruins are evident .
14545        mushroom  mushroom.v                                                                                                                                                   The second hoop on the handle allows for repeated mallet blows and will prevent splitting or ** mushrooming ** .

257 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 257 cluster_id: 376
[{'air.v': 3}]
     frame verb lu_name                                                                                                             text_widx
960         air   air.v                                         He took it out of the box and he let the mattress ** air ** out for s night .
976         air   air.v  Swish some water around the cage 's plastic pan , then clean it thoroughly with hot water and let it ** air ** dry .
1002        air   air.v                                                                 Wash in warm soapy water and allow to ** air ** dry .

258 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 258 cluster_id: 381
[{'appoint.v': 3}]
     frame     verb    lu_name                                                                                                                                                                                                text_widx
1153        appoint  appoint.v                                                                                                          The well crafted interior is ** appointed ** with quality materials and impressive technology .
1158        appoint  appoint.v                                                                    Glamping Poronui style includes a visit to sweetly the ** appointed ** cabins featuring canvas roofs , with timber walls and floors .
1166        appoint  appoint.v  Despite its well - ** appointed ** interior and charming door staff , you might just have a lingering initial suspicion that it 's yet another over - priced , over - styled Covent Garden restaurant .

259 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 259 cluster_id: 414
[{'harden.v': 3}]
      frame    verb   lu_name                                                                                                                                                                                          text_widx
11304        harden  harden.v  13 And he also rebelled against king Nebuchadnezzar , who had made him swear by God : but he stiffened his neck , and ** hardened ** his heart against turning unto Jehovah , the God of Israel .
11307        harden  harden.v                                                                        As a battle - ** hardened ** sysadmin , I 've seen a lot of broken systems ( some I broke , and some were broken for me ) .
11322        harden  harden.v                                                                                         Denver ’s offense is # 5 in total offense and # 3 in total defense but are they battle - ** hardened ** ??

260 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 260 cluster_id: 417
[{'strain.v': 3}]
      frame    verb   lu_name                                                                                              text_widx
22532        strain  strain.v  Suitable exercises for pregnant women are those that do not ** strain ** the lower part of the body .
22538        strain  strain.v                           ** Strain ** flour , baking powder and baking soda together and keep aside .
22541        strain  strain.v                                                     I used raw coconut blended up and ** strained ** .

261 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 261 cluster_id: 436
[{'basket weave.v': 1}, {'cane.v': 1}, {'crow.v': 1}]
      frame   verb         lu_name                                                                                                                                                                                                         text_widx
6291          crow          crow.v  ** crow ** lamp shade from Printed Lamp Shades , Bring it together with you when searching for drapes or some other beautifying resources looks via from : capturedontherye.com. , even when they are n’t used .
3531          cane          cane.v                                                                              Made of complex murrine ** canes ** it as a large centre red rose cane surrounded by 7 purple & pink canes with white rose centres .
26387        weave  basket weave.v                                                                                    We also have a number of add - ons you can choose such as relaxing with a Thai massage or learning how to ** basket ** weave .

262 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 262 cluster_id: 445
[{'shatter.v': 2}, {'break.v': 1}]
      frame     verb    lu_name                                                                                                                                                                                                                                        text_widx
19837        shatter  shatter.v                            And while earth - ** shattering ** technology improvements are cool , it is usability that is the ultimate key to to adoption , use , and , ultimately , cost avoidance and reduction in your sourcing organization .
19839        shatter  shatter.v  The Tetris connection , for example , comes from the fact that you have to slot in blocks of various shapes to help your mice reach their destinations — not exactly an earth - ** shattering ** innovation , but still a nice change of pace .
3269           break    break.v                                        With its state - of - the - art technology , facilities , medicalequipment , and medical treatment , the group of SamitivejHospitals has performed a complex range of ground - ** breaking ** surgeries .

263 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 263 cluster_id: 464
[{'man.v': 3}]
      frame verb lu_name                                                                                      text_widx
14148        man   man.v  I ** men ** nothing against Frank , I was an avid reader of OXM while he was on staff there .
14156        man   man.v                             I can go it alone , but ** man ** it so much better all together !
14167        man   man.v                                     Sin does to ** man ** what the termites did to the fence .

264 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 264 cluster_id: 490
[{'buckle.v': 3}]
     frame    verb   lu_name                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    text_widx
3320        buckle  buckle.v                                                                                                                                                                                                                                                                                              Thomas Bain 's retaining walls , which had been standing guard against the river for 130 years , ** buckled ** under the might of the river and the 2 km section of road from Malvadraai through to the northern exit of the poort were completely devastated .
3321        buckle  buckle.v  Regarding Zimmerman , all the character flaws are inferred from his alleged behavior after the severe psychological trauma of the Martin incident , after the media ’s tarring and feathering to such an extent that Zimmerman ’s public reputation and employment opportunities are ruined , after spending all of his family ’s life savings to hire attorneys to defend against a typical governmental bullying tactic of prosecuting just for the purpose of prosecuting so that the target person ** buckles ** under pressure and takes a plea deal .
3323        buckle  buckle.v                                                                                                                                                                                                                                                                                                                        Mauti had torn an anterior cruciate ligament before , so he knew pretty quickly when his left leg ** buckled ** during the first quarter of the 2011 Eastern Illinois game that his left leg was shot before he even hit the ground .

265 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 265 cluster_id: 492
[{'fracture.v': 3}]
      frame      verb     lu_name                                                                                                                                                                                                                                       text_widx
10038        fracture  fracture.v  These works , which amount to a series of ** fractured ** narratives , made alone and under the name bourbon , in collaboration with Loretta Bourque , are extremely personal and distinctly colored ( stained ) by recent events in my life .
10041        fracture  fracture.v                                                                                                      have Attributes : soldiers can trigger the stakeholders of a shop ** Fractured ** fractals and broken dreams : self - similar or gesture .
10045        fracture  fracture.v                                                                                                                                                                 It looks like ** fractured ** English , but there is a method to this madness .

266 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 266 cluster_id: 507
[{'degrease.v': 2}, {'descale.v': 1}]
     frame      verb     lu_name                                                                                                                                                                                                                                       text_widx
7242         descale   descale.v                                                                                                                         Let me quickly mention that if you buy your fish with the scales still on then do ** descale ** them before preparing .
6916        degrease  degrease.v                                                                                                               Displaces moisture , inhibits rust and corrosion , protects metal surfaces , and cleans and ** degreases ** tools and equipment .
6918        degrease  degrease.v  Â® chain pipe vise 1/8 - 5′ ′ capacity 40222 our reconditioned ridgidÂ® 40222 450 portable tristandÂ® chain vise are gone through with a fine tooth comb , taken apart , ** degreased ** , cleaned , sandblasted , painted , and reassembled .

267 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 267 cluster_id: 578
[{'man.v': 3}]
      frame verb lu_name                                                                                                                                                                                    text_widx
14153        man   man.v                                                                                                       Guilford County Sheriff BJ Barnes ** mans ** the workstation for the traveling press .
14155        man   man.v  As he stands there looking like he does n’t know what to do with his hands , Ryan ** mans ** the microphone , and it becomes clear why Romney chose him as his running mate instead of Sen.
14173        man   man.v                                                                                                                              That ’s the position she ** mans ** for her travel ball teams .

268 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 268 cluster_id: 593
[{'strain.v': 3}]
      frame    verb   lu_name                                                                                                                                                                            text_widx
22533        strain  strain.v                    My friend had a rather ** strained ** relationship with her parents as a youth and filled my head with all sorts of ideas about how tyrannical her parents were .
22535        strain  strain.v  The book does n't even feel decompressed -- I do n't mind a long story one can sink their teeth into -- as that Tynion 's motivations for the characters comes off ** strained ** .
22536        strain  strain.v                                                                      He wants to be a good son and a good leader , but his relationship with his stern father seems ** strained ** .

269 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 269 cluster_id: 668
[{'work out.v': 3}]
      frame  verb     lu_name                                                                                                                                                                 text_widx
26792        work  work out.v  People may workout on their own , but man is a social animal , ** working ** out with people keeps one motivated and it ’s the sheer energy which becomes an addiction .
26795        work  work out.v            And he feels well - prepared because he ’s spent the past few months ** working ** out with some legendary NFL receivers in Calvin Johnson and Anquan Boldin .
26803        work  work out.v                      Another addition to motivating people is Athletics based training which is another type of training that gets people addicted to ** working ** out .

270 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 270 cluster_id: 705
[{'hurt.v': 3}]
      frame  verb lu_name                                                                                                                                                                                                                                                     text_widx
11984        hurt  hurt.v                                                                                                                                                  I have avoided this for so long , pushing past ** hurts ** deep down and staying busy to keep them covered .
11994        hurt  hurt.v  Carve ** hurt ** to today , when there is a unused of anti aging abrade attend to products like bucal.gojijeugd.nl / hoe - te - solliciteren / dior - dreamskin - prix. html creams , serums , gels and powders that all control to be this fount of youth .
11996        hurt  hurt.v                                                                      Although muddy water ** hurt ** much of the field , it did n’t seem to impact the early fishing as many teams came across the stage and echoed sentiments of a productive morning bite .

271 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_2 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 271 cluster_id: 713
[{'sit.v': 2}, {'lie.v': 1}]
      frame verb lu_name                                                                                                                                                                                                                                                                        text_widx
20413        sit   sit.v                                                                                                                                                                     The vast majority of NPs ( 74.7 % ) are salaried , with their annual base ** sitting ** at around $ 97,083 .
20419        sit   sit.v  Shane Jones ' comments are perhaps the most interesting in this regard , as they point towards New Zealand First taking a much more vocal stand on issues that might not always ** sit ** well with the responsibilities and requirements of occupying the Government benches .
13664        lie   lie.v                                                                                                                                                             The unemployment rate accounts for the 16,1 % of the population and ** lies ** slightly above the national average .

272 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 272 cluster_id: 19
[{'fling.v': 2}]
     frame   verb  lu_name                                                                                                                                   text_widx
9188        fling  fling.v                                                                                  Well , ** fling ** or maybe real love is here on hindate .
9190        fling  fling.v  The reason she needed to get herself together , though , could be because of her on - again , off - again ** fling ** with Justin Bieber .

273 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 273 cluster_id: 54
[{'nab.v': 2}]
      frame verb lu_name                                                                                                                                                                                                                                                                                                                           text_widx
14818        nab   nab.v                                                                           This branch is reserved only for walk - ins , and even in the other branches you can only book a table for 6 people or more , so I suggest going early if you want to ** nab ** a table – it was very busy when we visited during lunchtime on Saturday .
14820        nab   nab.v  ** Nab ** a ticket to one of the almost nightly live performances , or you can just pull up a chair at the bar for one of a dozen wines on tap ( more wines , beer and spirits are also available ) and a Share Plate of Mediterranean - inspired food ( think wild mushroom flatbread and risotto balls with arrabbiata sauce ) .

274 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 274 cluster_id: 112
[{'blow.v': 2}]
     frame  verb lu_name                                                                                                                                                             text_widx
2120        blow  blow.v  Even tho it 's says 3 days straight I wash my hair once a week and use this and it give me the salon ** blow ** dry at home and it 's a staple in my hair regiment .
2124        blow  blow.v                    “ A great haircut needs to be experienced , it can bulk up fine hair , tame curls , and take 20 minutes off of thick hairs ** blow ** dry time ” .

275 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 275 cluster_id: 113
[{'shock.v': 1}, {'thrust.v': 1}]
      frame    verb   lu_name                                                                                                                                                                                                                                                text_widx
23992        thrust  thrust.v  The vehicle replaced : Timing kit , Engine support , ex. valve , solenoid valve , nozzle ventilation , nozzle ring , gaskets , manifold , levers , Cam chain , chain tensioner , thrust flange of the cooling system , hub bearing , ** thrust ** SPU .
20818         shock   shock.v                                                                                                                                                                                              ** Shock ** absorbers - have your shock absorbers checked .

276 verb_form: original add_method: frequency_100 c4_rate: 1 setting: all_3_0 model_name: arcface_classification clustering_method: onestep-average vec_type:wm i: 276 cluster_id: 120
[{'walk.v': 2}]
      frame  verb lu_name                                                                                          text_widx
25615        walk  walk.v             He allowed six runs ( two earned ) on six hits , ** walked ** one and struck out two .
25638        walk  walk.v  In 92 2/3 innings , Kennedy allowed 86 hits while ** walking ** 31 and striking out 120 batters .
